s,x,y,kappa,altitude(m)
1849.746347,917.2684834,141.0569046,-0.012076041,9.981
1850.74621,918.0478896,140.4312165,-0.011890626,10.002
1851.746073,918.8275909,139.8045166,-0.011708311,10.023
1852.745936,919.6091348,139.178478,-0.011531494,10.046
1853.745799,920.3923699,138.5530897,-0.011359487,10.069
1854.745662,921.1688955,137.9201635,-0.011188765,10.094
1855.745525,921.9278106,137.2690325,-0.01101435,10.12
1856.745388,922.6582137,136.5890294,-0.010832042,10.146
1857.745251,923.3517191,135.8719721,-0.010640026,10.172
1858.745113,924.0152436,135.1247934,-0.010440892,10.198
1859.744976,924.6614577,134.3601095,-0.010242347,10.225
1860.744839,925.3030424,133.5905472,-0.01005588,10.253
1861.744702,925.9518393,132.8279097,-0.009894297,10.283
1862.744565,926.6100829,132.0745787,-0.009767175,10.309
1863.744428,927.2738815,131.3269279,-0.009677102,10.333
1864.744291,927.9392446,130.5812342,-0.0096181,10.357
1865.744154,928.6021819,129.8337745,-0.0095764,10.38
1866.744017,929.2603279,129.0822095,-0.009533742,10.404
1867.743879,929.91665,128.3287414,-0.009471599,10.427
1868.743742,930.5752083,127.5765029,-0.009375629,10.451
1869.743605,931.2400628,126.8286267,-0.009238369,10.475
1870.743468,931.9148697,126.0879454,-0.009059631,10.499
1871.743331,932.5937578,125.3502123,-0.008844643,10.523
1872.743194,933.2611964,124.6040026,-0.008600479,10.547
1873.743057,933.9012243,123.8375721,-0.008333829,10.57
1874.74292,934.4981769,123.0393948,-0.008050225,10.591
1875.742783,935.0492714,122.2074355,-0.007754801,10.611
1876.742645,935.5692845,121.3525961,-0.007453622,10.63
1877.742508,936.074253,120.4867073,-0.007153749,10.648
1878.742371,936.5801653,119.6215633,-0.006862302,10.666
1879.742234,937.0969322,118.7644623,-0.006584289,10.685
1880.742097,937.6225542,117.91389,-0.006320688,10.703
1881.74196,938.1536481,117.0673084,-0.006067655,10.722
1882.741823,938.6868307,116.2221797,-0.005817053,10.742
1883.741686,939.2188701,115.3760864,-0.00555853,10.761
1884.741549,939.7483595,114.528065,-0.005282328,10.78
1885.741411,940.2751028,113.6781167,-0.004981929,10.798
1886.741274,940.7989258,112.8262599,-0.004655524,10.817
1887.741137,941.3196541,111.9725131,-0.004306125,10.836
1888.741,941.8371385,111.1168804,-0.00394011,10.854
1889.740863,942.3513032,110.2593233,-0.003564837,10.873
1890.740726,942.8620861,109.3997956,-0.003187111,10.891
1891.740589,943.3694252,108.5382512,-0.002812641,10.909
1892.740452,943.8733108,107.6746752,-0.002446827,10.927
1893.740315,944.3743249,106.8094073,-0.00209649,10.945
1894.740177,944.8734215,105.9430102,-0.001770569,10.963
1895.74004,945.3715603,105.0760498,-0.001479533,10.981
1896.739903,945.8696995,104.2090914,-0.001233221,10.999
1897.739766,946.3684681,103.3425056,-0.001037644,11.016
1898.739629,946.8677538,102.476226,-0.000892763,11.034
1899.739492,947.3673432,101.6101261,-0.000791884,11.052
1900.739355,947.8670226,100.7440796,-0.000722865,11.042
1901.739218,948.3665879,99.87796551,-0.000671111,11.031
1902.739081,948.8659779,99.01174778,-0.000623185,11.021
1903.738943,949.3652448,98.1454573,-0.000569784,11.011
1904.738806,949.8644438,97.27912679,-0.000507195,11.001
1905.738669,950.3636302,96.41278898,-0.000437147,10.991
1906.738532,950.8628485,95.54647022,-0.000364772,10.981
1907.738395,951.3620981,94.68017015,-0.000295993,10.971
1908.738258,951.8613667,93.81388138,-0.000235909,10.961
1909.738121,952.3606418,92.9475965,-0.000187778,10.95
1910.737984,952.8599112,92.0813082,-0.000152974,10.94
1911.737847,953.3591678,91.21501226,-0.000131636,10.93
1912.737709,953.8584115,90.34870883,-0.000122992,10.92
1913.737572,954.357643,89.48239832,-0.00012569,10.91
1914.737435,954.8568627,88.61608118,-0.00013811,10.9
1915.737298,955.3560725,87.74975855,-0.000158513,10.89
1916.737161,955.8552843,86.8834372,-0.000185111,10.879
1917.737024,956.3545152,86.01712668,-0.000216148,10.869
1918.736887,956.8537822,85.15083654,-0.00024991,10.859
1919.73675,957.3531022,84.2845763,-0.000284721,10.849
1920.736613,957.852471,83.41834346,-0.000319021,10.839
1921.736476,958.351831,82.55210578,-0.000351515,10.829
1922.736338,958.8511169,81.68582645,-0.000381344,10.819
1923.736201,959.3502633,80.8194687,-0.000408278,10.809
1924.736064,959.8492136,79.95300082,-0.000432796,10.798
1925.735927,960.3480737,79.08648227,-0.000455993,10.788
1926.73579,960.8470889,78.22005114,-0.000479383,10.778
1927.735653,961.3465093,77.35384811,-0.000504636,10.768
1928.735516,961.846585,76.48801386,-0.000533254,10.758
1929.735379,962.347367,75.62257668,-0.000566345,10.748
1930.735242,962.8479748,74.75703873,-0.000604491,10.738
1931.735104,963.3472554,73.89074837,-0.000647715,10.728
1932.734967,963.8440559,73.02305394,-0.000695542,10.717
1933.73483,964.3372346,72.15331012,-0.000747149,10.707
1934.734693,964.8264837,71.28134304,-0.000801499,10.696
1935.734556,965.3128894,70.40776702,-0.000857433,10.676
1936.734419,965.7976709,69.53327136,-0.000913764,10.636
1937.734282,966.2820469,68.65854536,-0.000969344,10.597
1938.734145,966.7671556,67.78423267,-0.00102311,10.558
1939.734008,967.2531905,66.91044398,-0.001074129,10.519
1940.73387,967.7397337,66.036945,-0.001121627,10.48
1941.733733,968.2263568,65.1634956,-0.001164994,10.441
1942.733596,968.7126317,64.2898557,-0.001203761,10.402
1943.733459,969.1983201,63.41589044,-0.001237593,10.363
1944.733322,969.6838186,62.54181703,-0.001266301,10.323
1945.733185,970.1696567,61.66792619,-0.00128988,10.284
1946.733048,970.6563636,60.79450866,-0.001308571,10.245
1947.732911,971.1444347,59.92183654,-0.001322838,10.206
1948.732774,971.6333872,59.049647,-0.001333258,10.167
1949.732636,972.1216376,58.17707527,-0.001340354,10.128
1950.732499,972.6075441,57.30322452,-0.001344279,10.089
1951.732362,973.0894644,56.42719791,-0.001344589,10.05
1952.732225,973.5659734,55.54821839,-0.001340384,10.01
1953.732088,974.0372644,54.66640293,-0.001330715,9.974
1954.731951,974.5042623,53.78227271,-0.001315234,9.943
1955.731814,974.9678957,52.89635087,-0.001295025,9.913
1956.731677,975.429093,52.00916051,-0.00127295,9.883
1957.73154,975.888667,51.12115337,-0.001253448,9.854
1958.731402,976.347096,50.23257446,-0.001241961,9.826
1959.731265,976.8047976,49.34363156,-0.00124408,9.799
1960.731128,977.2621897,48.45453244,-0.001264529,9.773
1961.730991,977.7196807,47.56548029,-0.001306325,9.747
1962.730854,978.177431,46.67655524,-0.001370313,9.723
1963.730717,978.6353304,45.78770339,-0.001454715,9.7
1964.73058,979.0932552,44.89886408,-0.001554754,9.677
1965.730443,979.5510817,44.00997666,-0.001663507,9.656
1966.730306,980.0086914,43.12098232,-0.001773377,9.635
1967.730168,980.4659978,42.23183364,-0.001878479,9.616
1968.730031,980.9229268,41.34248755,-0.001977857,9.597
1969.729894,981.3794042,40.45290099,-0.002077067,9.579
1970.729757,981.8353499,39.56302821,-0.002187852,9.56
1971.72962,982.29051,38.67274547,-0.002325878,9.535
1972.729483,982.744434,37.78184091,-0.002506739,9.51
1973.729346,983.1966612,36.89009796,-0.002742085,9.485
1974.729209,983.6467309,35.99730011,-0.003036731,9.459
1975.729072,984.0946755,35.10346639,-0.003388135,9.433
1976.728934,984.5421273,34.20938023,-0.003787895,9.408
1977.728797,984.9910431,33.31597979,-0.004224883,9.382
1978.72866,985.4433792,32.42420326,-0.00468903,9.357
1979.728523,985.9009367,31.53491473,-0.005173416,9.332
1980.728386,986.3615504,30.64708966,-0.005675363,9.308
1981.728249,986.8188604,29.7577059,-0.006195822,9.283
1982.728112,987.2663052,28.86364546,-0.006737369,9.257
1983.727975,987.6973247,27.96179078,-0.007302517,9.23
1984.727838,988.107603,27.05014645,-0.007891566,9.2
1985.727701,988.49989,26.13024917,-0.008500907,9.169
1986.727563,988.8783222,25.20432885,-0.00912288,9.136
1987.727426,989.2470361,24.27461544,-0.009746709,9.102
1988.727289,989.6102526,23.34329706,-0.010360792,9.068
1989.727152,989.972972,22.41217622,-0.010955858,9.034
1990.727015,990.3406155,21.48284711,-0.01152718,9
1991.726878,990.7186084,20.55690189,-0.012075007,8.967
1992.726741,991.1123505,19.6359249,-0.012602991,8.936
1993.726604,991.5196848,18.71919262,-0.013115091,8.906
1994.726467,991.9204023,17.8004681,-0.013612618,8.875
1995.726329,992.2916551,16.87270847,-0.014092739,8.842
1996.726192,992.6105997,15.92887223,-0.014549352,8.803
1997.726055,992.8638945,14.96487467,-0.014975749,8.759
1998.725918,993.067835,13.98585368,-0.0153676,8.71
1999.725781,993.2444793,12.99874027,-0.015725058,8.659
2000.725644,993.4158814,12.01046425,-0.016052575,8.608
2001.725507,993.597457,11.02592822,-0.016357064,8.557
2002.72537,993.7843626,10.04384816,-0.016645389,8.507
2003.725233,993.9679044,9.061764124,-0.016921885,8.456
2004.725095,994.1393881,8.07721616,-0.017187373,8.438
2005.724958,994.2904571,7.08808827,-0.017439393,8.425
2006.724821,994.4151044,6.094659657,-0.01767334,8.41
2007.724684,994.5083224,5.098228167,-0.017884128,8.392
2008.724547,994.5651071,4.100095383,-0.018067091,8.372
2009.72441,994.5822977,3.101427812,-0.018218385,8.349
2010.724273,994.5704695,2.102385357,-0.018334814,8.325
2011.724136,994.546399,1.102673497,-0.018413571,8.299
2012.723999,994.5268927,0.101995497,-0.018452602,8.274
2013.723861,994.5278324,-0.899898923,-0.018450969,8.25
2014.723724,994.5454687,-1.902273959,-0.018409433,8.227
2015.723587,994.557292,-2.903451464,-0.018331381,8.203
2016.72345,994.5400421,-3.901715585,-0.018222708,8.178
2017.723313,994.4707564,-4.89537756,-0.018091043,8.151
2018.723176,994.3436755,-5.884314388,-0.017944389,8.12
2019.723039,994.1793352,-6.870796327,-0.017788789,8.088
2020.722902,994.0004905,-7.857295624,-0.017626726,8.055
2021.722765,993.8297535,-8.846259937,-0.01745667,8.023
2022.722627,993.6748339,-9.837570506,-0.017273652,7.993
2023.72249,993.5156943,-10.82633022,-0.017070951,7.962
2024.722353,993.3292702,-11.80712067,-0.016842159,7.931
2025.722216,993.092576,-12.77454275,-0.016583158,7.898
2026.722079,992.7955617,-13.72636716,-0.016292907,7.863
2027.721942,992.4553777,-14.66702993,-0.015973327,7.827
2028.721805,992.0926105,-15.60180905,-0.015628232,7.791
2029.721668,991.7278281,-16.53597746,-0.015261417,7.756
2030.721531,991.374238,-17.47279072,-0.014875482,7.722
2031.721393,991.026488,-18.41041756,-0.014470785,7.689
2032.721256,990.6763461,-19.34623736,-0.014045228,7.657
2033.721119,990.3155803,-20.27762954,-0.01359512,7.625
2034.720982,989.9369043,-21.20226129,-0.0131163,7.594
2035.720845,989.540133,-22.11996095,-0.012606106,7.564
2036.720708,989.1283086,-23.03153896,-0.012065449,7.563
2037.720571,988.7044894,-23.93781071,-0.011499707,7.562
2038.720434,988.2716905,-24.83958777,-0.010918404,7.561
2039.720297,987.8319102,-25.73759226,-0.010333161,7.562
2040.720159,987.3861156,-26.63245552,-0.009754346,7.562
2041.720022,986.9352278,-27.52480491,-0.009188327,7.564
2042.719885,986.4801668,-28.4152669,-0.008636389,7.566
2043.719748,986.0207608,-29.30376812,-0.008095894,7.569
2044.719611,985.5537674,-30.18826633,-0.007563452,7.573
2045.719474,985.0754077,-31.0663756,-0.007038195,7.577
2046.719337,984.5819032,-31.93571002,-0.006523706,7.582
2047.7192,984.0703021,-32.79438592,-0.006027276,7.587
2048.719063,983.5435973,-33.64413057,-0.00555685,7.593
2049.718925,983.0073827,-34.48825093,-0.005117537,7.599
2050.718788,982.4672629,-35.3300606,-0.004709008,7.606
2051.718651,981.9287713,-36.1728312,-0.004325536,7.615
2052.718514,981.3946536,-37.01818988,-0.003958352,7.624
2053.718377,980.8640218,-37.86562037,-0.003599068,7.635
2054.71824,980.3357439,-38.71446243,-0.003242975,7.647
2055.718103,979.8086877,-39.56405581,-0.002890317,7.66
2056.717966,979.2818244,-40.41379952,-0.002545669,7.673
2057.717829,978.7548619,-41.26351527,-0.002215635,7.688
2058.717692,978.2278278,-42.11320836,-0.001906,7.704
2059.717554,977.7007514,-42.96288485,-0.001620247,7.721
2060.717417,977.1736615,-43.81255079,-0.001359127,7.739
2061.71728,976.6465769,-44.66221035,-0.001121398,7.759
2062.717143,976.1194949,-45.51186377,-0.000905288,7.779
2063.717006,975.5924098,-46.36151074,-0.000709347,7.8
2064.716869,975.065316,-47.211151,-0.000533016,7.822
2065.716732,974.5382081,-48.06078425,-0.000376912,7.845
2066.716595,974.0110848,-48.91041044,-0.000242471,7.87
2067.716458,973.4839473,-49.76002961,-0.000131484,7.918
2068.71632,972.9567973,-50.60964186,-4.55E-05,7.983
2069.716183,972.4296362,-51.45924723,1.49E-05,8.048
2070.716046,971.9024657,-52.30884615,5.09E-05,8.114
2071.715909,971.3752884,-53.15844026,6.59E-05,8.187
2072.715772,970.8481073,-54.00803156,6.45E-05,8.279
2073.715635,970.320925,-54.85762202,5.30E-05,8.372
2074.715498,969.7937443,-55.70721359,3.70E-05,8.465
2075.715361,969.2665662,-56.55680694,2.14E-05,8.558
2076.715224,968.7393892,-57.40640108,9.18E-06,8.65
2077.715086,968.2122116,-58.25599492,1.44E-06,8.743
2078.714949,967.6850317,-59.10558737,-2.33E-06,8.836
2079.714812,967.1578482,-59.95517757,-3.38E-06,8.928
2080.714675,966.6306628,-60.80476649,-3.04E-06,9.021
2081.714538,966.1034782,-61.65435592,-2.32E-06,9.114
2082.714401,965.5762973,-62.50394762,-1.72E-06,9.207
2083.714264,965.049123,-63.35354339,-1.33E-06,9.299
2084.714127,964.5219566,-64.20314415,-1.12E-06,9.392
2085.71399,963.9947966,-65.05274883,-9.95E-07,9.485
2086.713852,963.4676408,-65.9023561,-9.08E-07,9.578
2087.713715,962.940487,-66.75196465,-8.41E-07,9.67
2088.713578,962.4133331,-67.60157316,-7.95E-07,9.763
2089.713441,961.8861779,-68.45118083,-7.72E-07,9.856
2090.713304,961.3590206,-69.3007872,-7.74E-07,9.948
2091.713167,960.8318606,-70.15039186,-7.98E-07,10.041
2092.71303,960.304697,-70.99999437,-8.40E-07,10.134
2093.712893,959.7775296,-71.84959446,-8.92E-07,10.227
2094.712756,959.250359,-72.69919255,-9.47E-07,10.319
2095.712618,958.7231861,-73.54878922,-9.98E-07,10.412
2096.712481,958.1960118,-74.39838507,-1.04E-06,10.505
2097.712344,957.6688371,-75.24798066,-1.06E-06,10.597
2098.712207,957.141662,-76.09757595,-1.07E-06,10.69
2099.71207,956.6144848,-76.94717,-1.06E-06,10.783
2100.711933,956.087304,-77.7967618,-1.05E-06,10.876
2101.711796,955.560118,-78.64635036,-1.02E-06,10.968
2102.711659,955.0329255,-79.49593486,-1.00E-06,11.061
2103.711522,954.5057273,-80.34551583,-9.84E-07,11.154
2104.711384,953.9785253,-81.19509446,-9.72E-07,11.247
2105.711247,953.4513215,-82.04467197,-9.59E-07,11.339
2106.71111,952.9241178,-82.89424955,-9.26E-07,11.432
2107.710973,952.3969156,-83.7438281,-8.51E-07,11.525
2108.710836,951.8697153,-84.59340774,-7.10E-07,11.595
2109.710699,951.3425167,-85.4429885,-4.95E-07,11.66
2110.710562,950.8153199,-86.29257038,-2.37E-07,11.725
2111.710425,950.288125,-87.14215338,-6.15E-09,11.791
2112.710288,949.7609313,-87.99173721,9.86E-08,11.856
2113.71015,949.2337382,-88.84132133,-1.03E-08,11.921
2114.710013,948.7065446,-89.69090521,-3.39E-07,11.986
2115.709876,948.1793498,-90.54048829,-7.31E-07,12.052
2116.709739,947.6521533,-91.39007035,-8.81E-07,12.117
2117.709602,947.124957,-92.23965249,-4.24E-07,12.182
2118.709465,946.5977632,-93.08923622,9.15E-07,12.247
2119.709328,946.0705744,-93.93882307,3.09E-06,12.313
2120.709191,945.5433931,-94.78841449,5.55E-06,12.365
2121.709054,945.0162191,-95.63801049,7.22E-06,12.411
2122.708916,944.489049,-96.48760885,6.62E-06,12.458
2123.708779,943.9618787,-97.33720715,2.06E-06,12.504
2124.708642,943.4347044,-98.18680301,-8.01E-06,12.551
2125.708505,942.9075223,-99.03639417,-2.47E-05,12.597
2126.708368,942.3803311,-99.88597962,-4.87E-05,12.643
2127.708231,941.8531302,-100.735559,-7.98E-05,12.69
2128.708094,941.3259193,-101.5851321,-0.000117658,12.736
2129.707957,940.798698,-102.4346984,-0.000161379,12.782
2130.70782,940.2714713,-103.2842612,-0.00020998,12.829
2131.707683,939.7442587,-104.1338328,-0.000262416,12.875
2132.707545,939.2170822,-104.9834271,-0.000317658,12.921
2133.707408,938.6899635,-105.833058,-0.000374722,12.968
2134.707271,938.1629216,-106.6827375,-0.000432669,13.014
2135.707134,937.6359144,-107.532439,-0.000490619,13.06
2136.706997,937.108845,-108.3821013,-0.000547764,13.107
2137.70686,936.5816144,-109.2316617,-0.00060338,13.153
2138.706723,936.0541233,-110.0810575,-0.000656832,13.2
2139.706586,935.5263385,-110.9302676,-0.000707563,13.246
2140.706449,934.9985501,-111.7794753,-0.000755067,13.292
2141.706311,934.4711482,-112.628927,-0.000798863,13.339
2142.706174,933.9445229,-113.4788691,-0.000838433,13.385
2143.706037,933.4190535,-114.3295413,-0.000873196,13.431
2144.7059,932.8944474,-115.1807586,-0.00090251,13.471
2145.705763,932.3693464,-116.0316635,-0.000925715,13.504
2146.705626,931.8422981,-116.8813387,-0.000942202,13.537
2147.705489,931.3118502,-117.7288669,-0.000951499,13.572
2148.705352,930.7766736,-118.5734082,-0.000953349,13.608
2149.705215,930.2368524,-119.4150101,-0.000947766,13.645
2150.705077,929.6933732,-120.2542865,-0.000935053,13.683
2151.70494,929.1472374,-121.0918605,-0.000915861,13.722
2152.704803,928.5994459,-121.9283552,-0.000891159,13.762
2153.704666,928.0508623,-122.76431,-0.000862081,13.804
2154.704529,927.5017915,-123.5999255,-0.000829678,13.846
2155.704392,926.9523972,-124.4353169,-0.0007945,13.89
2156.704255,926.4028432,-125.270599,-0.000755842,13.935
2157.704118,925.8532917,-126.1058857,-0.000711767,13.98
2158.703981,925.3038318,-126.9412391,-0.000659941,14.027
2159.703843,924.7544499,-127.7766477,-0.000599192,14.075
2160.703706,924.2051242,-128.6120947,-0.000532002,14.124
2161.703569,923.6558332,-129.447563,-0.000465882,14.174
2162.703432,923.1065537,-130.2830353,-0.000413066,14.225
2163.703295,922.5572499,-131.1184896,-0.00038876,14.277
2164.703158,922.0078796,-131.9539014,-0.000407988,14.33
2165.703021,921.4584005,-132.7892465,-0.000482311,14.385
2166.702884,920.9087705,-133.6245008,-0.000617353,14.44
2167.702747,920.3590465,-134.459701,-0.000812116,14.496
2168.702609,919.8095364,-135.2950398,-0.001059671,14.554
2169.702472,919.2605874,-136.130734,-0.001349134,14.612
2170.702335,918.712547,-136.9670003,-0.001668921,14.672
2171.702198,918.1657242,-137.8040328,-0.002009104,14.732
2172.702061,917.6199706,-138.6417538,-0.002363373,14.77
2173.701924,917.0748371,-139.4799068,-0.00273055,14.798
2174.701787,916.5298693,-140.3182322,-0.003114028,14.825
2175.70165,915.9846128,-141.1564703,-0.003520417,14.852
2176.701513,915.4386484,-141.9943383,-0.00395733,14.879
2177.701375,914.8916415,-142.8314989,-0.004430166,14.906
2178.701238,914.3432696,-143.6676065,-0.00493992,14.933
2179.701101,913.7932104,-144.5023156,-0.005482439,14.96
2180.700964,913.2412338,-145.3353619,-0.006049507,14.987
2181.700827,912.6886086,-146.1677993,-0.006631764,15.011
2182.70069,912.1378189,-147.0017503,-0.007221832,15.032
2183.700553,911.5913838,-147.8393684,-0.0078165,15.052
2184.700416,911.0518225,-148.682807,-0.008416561,15.072
2185.700279,910.5185509,-149.5317028,-0.009024783,15.09
2186.700141,909.9794105,-150.3763035,-0.009643186,15.107
2187.700004,909.419544,-151.2046683,-0.010270601,15.122
2188.699867,908.8240942,-152.0048564,-0.010902204,15.136
2189.69973,908.1822521,-152.7681401,-0.011530579,15.147
2190.699593,907.5032938,-153.5017343,-0.012147671,15.157
2191.699456,906.8027131,-154.217789,-0.012746963,15.164
2192.699319,906.0960054,-154.9284558,-0.013324338,15.171
2193.699182,905.3971457,-155.6447581,-0.013877956,15.176
2194.699045,904.7086189,-156.3691974,-0.01440734,15.18
2195.698908,904.0276599,-157.1003812,-0.014911946,15.184
2196.69877,903.3514768,-157.8368969,-0.015390321,15.186
2197.698633,902.6772497,-158.5772885,-0.015839542,15.187
2198.698496,901.9997139,-159.3163139,-0.016254959,15.188
2199.698359,901.3092921,-160.0420515,-0.016630838,15.186
2200.698222,900.5959675,-160.7418987,-0.016961304,15.183
2201.698085,899.8497624,-161.4033016,-0.017241762,15.177
2202.697948,899.0675649,-162.0222388,-0.017470599,15.17
2203.697811,898.2609146,-162.6128963,-0.017650071,15.16
2204.697674,897.4432338,-163.1918003,-0.017786399,15.149
2205.697536,896.6279368,-163.7754654,-0.017888964,15.137
2206.697399,895.822649,-164.372525,-0.017968814,15.124
2207.697262,895.0190579,-164.9699118,-0.0180373,15.11
2208.697125,894.2061315,-165.5508558,-0.01810444,15.095
2209.696988,893.3728378,-166.0985873,-0.018177489,15.078
2210.696851,892.5114813,-166.6014801,-0.018259706,15.059
2211.696714,891.627513,-167.0681769,-0.018349343,15.038
2212.696577,890.7296219,-167.5123122,-0.01843979,15.017
2213.69644,889.8264969,-167.9475204,-0.0185204,14.991
2214.696302,888.9249642,-168.384192,-0.018578016,14.959
2215.696165,888.0232191,-168.8176866,-0.018599178,14.926
2216.696028,887.1169593,-169.2390144,-0.018572682,14.894
2217.695891,886.2018822,-169.6391846,-0.018492299,14.861
2218.695754,885.2742874,-170.0103709,-0.018358661,14.828
2219.695617,884.3349315,-170.3533616,-0.018180002,14.794
2220.69548,883.3865714,-170.6728117,-0.017971016,14.76
2221.695343,882.4319736,-170.9733945,-0.017749791,14.726
2222.695206,881.4738025,-171.2597733,-0.01753434,14.692
2223.695068,880.5134984,-171.536493,-0.017338832,14.657
2224.694931,879.551692,-171.8080201,-0.017170389,14.623
2225.694794,878.5889995,-172.0788197,-0.017028094,14.588
2226.694657,877.6260171,-172.3532255,-0.016903748,14.554
2227.69452,876.6621559,-172.6277452,-0.016784514,14.519
2228.694383,875.6949952,-172.8867921,-0.016657331,14.485
2229.694246,874.7219573,-173.1137436,-0.016512608,14.45
2230.694109,873.7404878,-173.2921104,-0.016346097,14.415
2231.693972,872.749934,-173.4163388,-0.016158544,14.379
2232.693834,871.7529264,-173.4997545,-0.015952994,14.344
2233.693697,870.7524212,-173.5575553,-0.015731576,14.308
2234.69356,869.7513602,-173.6048717,-0.015493244,14.272
2235.693423,868.7515245,-173.6513649,-0.015233483,14.236
2236.693286,867.7526959,-173.6972742,-0.014945771,14.2
2237.693149,866.7544586,-173.7419074,-0.014623893,14.165
2238.693012,865.7563966,-173.7845724,-0.014264219,14.129
2239.692875,864.7581183,-173.8244747,-0.013866464,14.093
2240.692738,863.7593746,-173.8602181,-0.013433128,14.057
2241.6926,862.7599688,-173.8901865,-0.012968115,14.021
2242.692463,861.7597038,-173.912764,-0.012474981,13.987
2243.692326,860.7584219,-173.926158,-0.01195613,13.954
2244.692189,859.7568393,-173.9246376,-0.011412725,13.921
2245.692052,858.756532,-173.8985951,-0.010845256,13.889
2246.691915,857.7591126,-173.8382591,-0.010254653,13.857
2247.691778,856.7661065,-173.7345218,-0.009643045,13.825
2248.691641,855.7774114,-173.5907044,-0.009014577,13.794
2249.691504,854.79148,-173.4211596,-0.008376105,13.764
2250.691366,853.8067149,-173.2406229,-0.007736872,13.734
2251.691229,852.8215357,-173.0636723,-0.007107671,13.704
2252.691092,851.8351483,-172.8976495,-0.006499109,13.675
2253.690955,850.8478558,-172.7397944,-0.00591918,13.646
2254.690818,849.8600427,-172.5865967,-0.005371662,13.617
2255.690681,848.8720938,-172.4345458,-0.004855523,13.589
2256.690544,847.8843597,-172.280448,-0.004365597,13.561
2257.690407,846.8969126,-172.1237095,-0.003894463,13.533
2258.69027,845.9096886,-171.9650102,-0.003434871,13.506
2259.690132,844.9226224,-171.8050388,-0.002982025,13.479
2260.689995,843.9356491,-171.6444844,-0.002534812,13.453
2261.689858,842.9486789,-171.4841109,-0.002096038,13.427
2262.689721,841.9615613,-171.3248676,-0.001671378,13.401
2263.689584,840.9741369,-171.1677317,-0.001267731,13.376
2264.689447,839.986246,-171.0136805,-0.000892216,13.351
2265.68931,838.9977415,-170.8636134,-0.000551689,13.326
2266.689173,838.0086631,-170.7172514,-0.000252737,13.301
2267.689036,837.0191959,-170.5734007,-1.58E-06,13.277
2268.688899,836.0295288,-170.430843,0.00019665,13.252
2269.688761,835.0398505,-170.2883605,0.000339316,13.229
2270.688624,834.0503077,-170.1450077,0.000427743,13.212
2271.688487,833.0608894,-170.000854,0.00046767,13.225
2272.68835,832.0715482,-169.8562051,0.000468828,13.237
2273.688213,831.0822364,-169.7113665,0.00044341,13.25
2274.688076,830.0929073,-169.5666391,0.000403759,13.264
2275.687939,829.1035395,-169.4221604,0.000360193,13.277
2276.687802,828.1141434,-169.277864,0.000319479,13.291
2277.687665,827.1247313,-169.1336704,0.000284331,13.306
2278.687527,826.1353156,-168.9895004,0.000254059,13.32
2279.68739,825.1459072,-168.8452833,0.00022632,13.335
2280.687253,824.1565073,-168.7010125,0.000198812,13.351
2281.687116,823.1671125,-168.5567097,0.000170244,13.366
2282.686979,822.1777193,-168.4123967,0.000140727,13.382
2283.686842,821.1883244,-168.2680952,0.000111387,13.398
2284.686705,820.1989256,-168.1238194,8.37E-05,13.415
2285.686568,819.2095233,-167.9795665,5.90E-05,13.432
2286.686431,818.2201184,-167.8353311,3.85E-05,13.449
2287.686293,817.2307117,-167.6911079,2.28E-05,13.467
2288.686156,816.2413039,-167.5468919,1.20E-05,13.485
2289.686019,815.2518955,-167.402681,5.59E-06,13.503
2290.685882,814.2624863,-167.2584754,2.84E-06,13.522
2291.685745,813.2730763,-167.1142755,2.59E-06,13.541
2292.685608,812.2836654,-166.9700817,3.71E-06,13.56
2293.685471,811.2942536,-166.8258943,5.20E-06,13.58
2294.685334,810.3048409,-166.6817132,6.39E-06,13.6
2295.685197,809.3154272,-166.5375382,7.00E-06,13.62
2296.685059,808.3260127,-166.3933693,7.04E-06,13.641
2297.684922,807.3365973,-166.2492062,6.74E-06,13.661
2298.684785,806.3471811,-166.1050486,6.34E-06,13.683
2299.684648,805.3577642,-165.9608959,6.00E-06,13.715
2300.684511,804.3683467,-165.8167473,5.80E-06,13.747
2301.684374,803.3789287,-165.6726023,5.71E-06,13.779
2302.684237,802.3895102,-165.5284602,5.65E-06,13.811
2303.6841,801.4000913,-165.3843216,5.58E-06,13.842
2304.683963,800.4106717,-165.2401872,5.45E-06,13.873
2305.683825,799.4212514,-165.096058,5.27E-06,13.903
2306.683688,798.4318302,-164.9519348,5.03E-06,13.933
2307.683551,797.442408,-164.8078184,4.76E-06,13.963
2308.683414,796.4529848,-164.6637088,4.48E-06,13.993
2309.683277,795.4635607,-164.519606,4.17E-06,14.022
2310.68314,794.4741355,-164.37551,3.85E-06,14.051
2311.683003,793.4847094,-164.2314208,3.51E-06,14.079
2312.682866,792.4952822,-164.0873384,3.15E-06,14.108
2313.682729,791.5058541,-163.9432625,2.75E-06,14.135
2314.682591,790.5164251,-163.7991931,2.34E-06,14.163
2315.682454,789.5269951,-163.6551301,1.90E-06,14.19
2316.682317,788.5375643,-163.5110731,1.44E-06,14.217
2317.68218,787.5481327,-163.3670215,9.70E-07,14.244
2318.682043,786.5587004,-163.2229744,4.89E-07,14.27
2319.681906,785.5692676,-163.0789311,3.89E-09,14.296
2320.681769,784.5798343,-162.9348906,-4.82E-07,14.321
2321.681632,783.5904009,-162.7908517,-9.64E-07,14.347
