s,x,y,kappa,altitude(m)
1462.799409,535.2081881,149.6814775,5.56E-05,11
1463.799272,536.2030228,149.5813347,0.000213287,11
1464.799135,537.1978473,149.4810471,0.000373136,11
1465.798997,538.1926841,149.3808874,0.000533138,11
1466.79886,539.1875557,149.2811278,0.0006914,11
1467.798723,540.1824786,149.1819711,0.000846166,11
1468.798586,541.1774194,149.0830307,0.000995776,11
1469.798449,542.1723196,148.9836244,0.001138634,11
1470.798312,543.1671206,148.8830679,0.001273119,11
1471.798175,544.1617639,148.7806785,0.001397449,11
1472.798038,545.1562636,148.6766084,0.001509614,11
1473.797901,546.1508209,148.573161,0.001607433,11
1474.797763,547.1456665,148.4729817,0.001688717,11
1475.797626,548.1410313,148.378716,0.001751603,11
1476.797489,549.1371394,148.2929379,0.001794951,11
1477.797352,550.1340336,148.21633,0.001818597,11
1478.797215,551.1315607,148.1475316,0.001823404,11
1479.797078,552.129558,148.0850805,0.001811135,11
1480.796941,553.1278628,148.0275142,0.001784087,11
1481.796804,554.1263221,147.9734188,0.00174462,11
1482.796667,555.1248668,147.9217844,0.001694803,11
1483.796529,556.1234693,147.8718029,0.001636177,11
1484.796392,557.1221024,147.8226674,0.001569642,11
1485.796255,558.1207388,147.7735716,0.0014956,11
1486.796118,559.119359,147.7239379,0.00141426,11
1487.795981,560.1179648,147.673839,0.001325936,11
1488.795844,561.1165622,147.6234627,0.001231397,11
1489.795707,562.115157,147.5729967,0.001132178,11
1490.79557,563.1137547,147.5226234,0.001030592,11
1491.795433,564.1123574,147.4724067,0.000929598,11
1492.795295,565.1109632,147.4222935,0.000832526,11
1493.795158,566.1095703,147.3722257,0.000742685,11
1494.795021,567.1081767,147.3221451,0.000663038,11
1495.794884,568.1067811,147.2720052,0.000596001,11
1496.794747,569.105384,147.2218222,0.000543355,11
1497.79461,570.1039869,147.1716339,0.000506251,11
1498.794473,571.1025912,147.1214785,0.000485239,11
1499.794336,572.1011983,147.0713932,0.000480243,11
1500.794199,573.0998079,147.0213688,0.000490481,11
1501.794062,574.0984159,146.9713136,0.000514446,11
1502.793924,575.0970183,146.9211271,0.000549946,11
1503.793787,576.0956109,146.8707089,0.00059425,11
1504.79365,577.0941905,146.8199821,0.000644394,11
1505.793513,578.0927651,146.7691362,0.000697488,11
1506.793376,579.0913496,146.7185301,0.000750951,11
1507.793239,580.0899593,146.6685252,0.000802683,11
1508.793102,581.0886093,146.6194832,0.000851092,11
1509.792965,582.0873067,146.5715514,0.000895019,11
1510.792828,583.0860323,146.5241647,0.000933688,11.001
1511.79269,584.0847613,146.4766101,0.000966624,11.021
1512.792553,585.0834688,146.4281746,0.000993554,11.04
1513.792416,586.0821343,146.3782693,0.001014328,11.06
1514.792279,587.080796,146.3280742,0.001028865,11.08
1515.792142,588.0795364,146.280087,0.001037101,11.101
1516.792005,589.078439,146.2368373,0.001039006,11.121
1517.791868,590.0775868,146.2008421,0.001034613,11.141
1518.791731,591.0770099,146.173032,0.00102405,11.161
1519.791594,592.0766346,146.1512154,0.001007519,11.182
1520.791456,593.0763747,146.1328362,0.000985177,11.202
1521.791319,594.0761442,146.1153383,0.000956919,11.222
1522.791182,595.0758637,146.0963606,0.000922421,11.243
1523.791045,596.0755183,146.0754622,0.000881472,11.263
1524.790908,597.0751299,146.0532939,0.00083453,11.283
1525.790771,598.0747207,146.0305189,0.000783637,11.304
1526.790634,599.074313,146.0078002,0.000732889,11.325
1527.790497,600.0739229,145.9856097,0.000688254,11.345
1528.79036,601.0735479,145.9638663,0.000656836,11.366
1529.790222,602.0731825,145.9423892,0.000645581,11.387
1530.790085,603.0728211,145.9209975,0.000659846,11.408
1531.789948,604.0724583,145.8995155,0.000702325,11.429
1532.789811,605.0720912,145.8778835,0.000772753,11.449
1533.789674,606.07172,145.8561566,0.000868287,11.47
1534.789537,607.0713445,145.8343947,0.00098453,11.491
1535.7894,608.070965,145.8126579,0.001116981,11.512
1536.789263,609.0705821,145.7909918,0.00126197,11.534
1537.789126,610.0701999,145.7693639,0.001417006,11.555
1538.788988,611.0698238,145.7477157,0.001580629,11.574
1539.788851,612.0694591,145.7259885,0.001751727,11.574
1540.788714,613.0691108,145.7041246,0.001928783,11.575
1541.788577,614.0687751,145.6821467,0.002109461,11.576
1542.78844,615.0684324,145.6602157,0.002290484,11.576
1543.788303,616.0680612,145.6385064,0.0024678,11.577
1544.788166,617.0676404,145.6171935,0.00263708,11.578
1545.788029,618.0671543,145.5964073,0.002794305,11.578
1546.787892,619.0666471,145.5758035,0.002936205,11.579
1547.787754,620.0661993,145.5547486,0.003060479,11.58
1548.787617,621.0658922,145.5326056,0.003165783,11.58
1549.78748,622.0658067,145.50874,0.003251461,11.581
1550.787343,623.0659396,145.4843888,0.003317175,11.582
1551.787206,624.0660598,145.4658683,0.003362693,11.583
1552.787069,625.0658976,145.4603481,0.003387755,11.583
1553.786932,626.0651834,145.4749978,0.003392083,11.582
1554.786795,627.0637092,145.5151019,0.003375501,11.581
1555.786658,628.0615903,145.5760635,0.003338042,11.579
1556.78652,629.0590473,145.6500596,0.003279997,11.577
1557.786383,630.056301,145.7292655,0.00320193,11.574
1558.786246,631.0535616,145.8062561,0.003104655,11.572
1559.786109,632.0509009,145.8788148,0.002989197,11.569
1560.785972,633.0482939,145.9483707,0.002856762,11.567
1561.785835,634.0457137,146.0164283,0.00270873,11.565
1562.785698,635.0431331,146.0844917,0.00254665,11.563
1563.785561,636.0405315,146.1537198,0.002372259,11.56
1564.785424,637.037911,146.2240007,0.002187488,11.558
1565.785286,638.0352786,146.2949307,0.001994463,11.556
1566.785149,639.0326418,146.3661064,0.001795487,11.56
1567.785012,640.0300076,146.4371304,0.001593008,11.593
1568.784875,641.0273794,146.5078249,0.001389585,11.627
1569.784738,642.0247552,146.5782827,0.001187893,11.66
1570.784601,643.0221331,146.6486129,0.000990757,11.693
1571.784464,644.0195112,146.7189247,0.000801297,11.727
1572.784327,645.0168875,146.789315,0.000623206,11.76
1573.78419,646.0142619,146.859793,0.000460775,11.794
1574.784053,647.0116349,146.9303296,0.000318598,11.827
1575.783915,648.0090071,147.0008957,0.000200935,11.861
1576.783778,649.006379,147.0714625,0.00011055,11.894
1577.783641,650.003751,147.1420112,4.78E-05,11.928
1578.783504,651.0011229,147.2125463,1.03E-05,11.961
1579.783367,651.9984946,147.2830753,-6.99E-06,11.995
1580.78323,652.9958661,147.3536055,-1.04E-05,12.028
1581.783093,653.9932372,147.4241442,-6.54E-06,12.061
1582.782956,654.9906079,147.4946935,-8.03E-07,12.095
1583.782819,655.9879781,147.5652519,3.41E-06,12.128
1584.782681,656.985348,147.6358174,4.90E-06,12.162
1585.782544,657.9827175,147.7063885,4.16E-06,12.195
1586.782407,658.9800866,147.7769635,2.36E-06,12.229
1587.78227,659.9774555,147.847541,5.91E-07,12.262
1588.782133,660.9748242,147.9181198,-5.25E-07,12.296
1589.781996,661.9721929,147.9886989,-9.62E-07,12.329
1590.781859,662.9695616,148.0592768,-9.87E-07,12.362
1591.781722,663.9669306,148.129853,-8.87E-07,12.396
1592.781585,664.9642996,148.2004272,-8.64E-07,12.429
1593.781447,665.9616689,148.2709995,-9.87E-07,12.463
1594.78131,666.9590383,148.3415696,-1.23E-06,12.49
1595.781173,667.9564078,148.4121375,-1.55E-06,12.487
1596.781036,668.9537775,148.4827024,-1.94E-06,12.485
1597.780899,669.9511475,148.5532635,-2.39E-06,12.483
1598.780762,670.9485179,148.6238197,-2.89E-06,12.481
1599.780625,671.9458886,148.6943702,-3.33E-06,12.478
1600.780488,672.9432599,148.7649141,-3.51E-06,12.476
1601.780351,673.9406316,148.8354508,-3.22E-06,12.474
1602.780213,674.9380039,148.9059799,-2.33E-06,12.471
1603.780076,675.9353767,148.9765009,-9.28E-07,12.469
1604.779939,676.9327502,149.0470132,5.18E-07,12.467
1605.779802,677.9301241,149.1175182,1.21E-06,12.465
1606.779665,678.9274984,149.1880184,6.65E-08,12.462
1607.779528,679.9248729,149.2585165,-4.10E-06,12.46
1608.779391,680.9222474,149.3290149,-1.24E-05,12.458
1609.779254,681.9196217,149.3995152,-2.56E-05,12.455
1610.779117,682.9169962,149.4700129,-4.44E-05,12.453
1611.778979,683.9143714,149.5405022,-6.86E-05,12.451
1612.778842,684.9117474,149.6109769,-9.82E-05,12.449
1613.778705,685.9091248,149.6814315,-0.000132574,12.446
1614.778568,686.9065032,149.7518712,-0.000170975,12.444
1615.778431,687.9038811,149.8223181,-0.00021259,12.442
1616.778294,688.901257,149.8927958,-0.000256532,12.439
1617.778157,689.8986294,149.9633279,-0.000301927,12.437
1618.77802,690.8959971,150.0339309,-0.000347953,12.435
1619.777883,691.8933632,150.1045572,-0.000393875,12.433
1620.777745,692.8907332,150.1751248,-0.000439058,12.43
1621.777608,693.8881123,150.2455515,-0.000482953,12.428
1622.777471,694.885506,150.3157552,-0.000525068,12.427
1623.777334,695.8829137,150.3857456,-0.000564949,12.43
1624.777197,696.8803181,150.455785,-0.000602172,12.434
1625.77706,697.8776994,150.5261782,-0.000636343,12.438
1626.776923,698.8750376,150.5972303,-0.000667097,12.442
1627.776786,699.872315,150.6692115,-0.000694115,12.446
1628.776649,700.869562,150.7416601,-0.000717119,12.451
1629.776511,701.8668544,150.8134193,-0.00073588,12.456
1630.776374,702.8642697,150.8833049,-0.000750215,12.462
1631.776237,703.8618858,150.9501326,-0.000759988,12.468
1632.7761,704.8597631,151.0129633,-0.000765106,12.474
1633.775963,705.8578791,151.0720548,-0.000765523,12.48
1634.775826,706.8561858,151.1280295,-0.000761235,12.487
1635.775689,707.8546354,151.1815098,-0.000752281,12.494
1636.775552,708.8531802,151.2331166,-0.000738741,12.502
1637.775415,709.8517838,151.2833925,-0.000720739,12.509
1638.775278,710.8504266,151.3327651,-0.000698438,12.517
1639.77514,711.8490904,151.381653,-0.000672046,12.525
1640.775003,712.8477567,151.4304747,-0.000641824,12.533
1641.774866,713.8464089,151.4796109,-0.000608081,12.542
1642.774729,714.8450451,151.5291099,-0.000571185,12.55
1643.774592,715.8436706,151.5788475,-0.000531548,12.559
1644.774455,716.8422911,151.6286981,-0.000489623,12.569
1645.774318,717.8409122,151.6785359,-0.000445876,12.578
1646.774181,718.8395378,151.7282732,-0.000400784,12.588
1647.774044,719.8381671,151.7779257,-0.000354837,12.597
1648.773906,720.8367988,151.8275266,-0.000308563,12.608
1649.773769,721.8354312,151.877109,-0.000262592,12.618
1650.773632,722.8340631,151.9267053,-0.00021772,12.626
1651.773495,723.8326937,151.9763281,-0.000174919,12.628
1652.773358,724.8313235,152.025971,-0.00013528,12.63
1653.773221,725.8299527,152.0756268,-9.99E-05,12.631
1654.773084,726.8285816,152.1252882,-6.97E-05,12.633
1655.772947,727.8272105,152.174949,-4.52E-05,12.634
1656.77281,728.8258394,152.2246086,-2.66E-05,12.636
1657.772672,729.8244683,152.2742683,-1.35E-05,12.638
1658.772535,730.8230972,152.3239292,-4.99E-06,12.639
1659.772398,731.8217259,152.3735928,-2.43E-07,12.641
1660.772261,732.8203544,152.4232597,1.84E-06,12.642
1661.772124,733.8189828,152.4729293,2.24E-06,12.644
1662.771987,734.8176112,152.5226011,1.72E-06,12.646
1663.77185,735.8162394,152.5722743,8.54E-07,12.647
1664.771713,736.8148676,152.6219483,-2.13E-08,12.649
1665.771576,737.8134958,152.6716224,-7.33E-07,12.65
1666.771438,738.8121241,152.7212957,-1.25E-06,12.652
1667.771301,739.8107524,152.7709673,-1.60E-06,12.654
1668.771164,740.8093808,152.8206365,-1.86E-06,12.655
1669.771027,741.8080094,152.8703025,-2.04E-06,12.657
1670.77089,742.8066382,152.9199646,-2.11E-06,12.658
1671.770753,743.8052673,152.9696222,-1.91E-06,12.66
1672.770616,744.8038965,153.0192748,-1.20E-06,12.662
1673.770479,745.8025261,153.0689217,3.22E-07,12.663
1674.770342,746.8011559,153.118563,3.00E-06,12.665
1675.770204,747.799786,153.1681992,7.12E-06,12.666
1676.770067,748.7984163,153.2178309,1.29E-05,12.668
1677.76993,749.7970468,153.2674587,2.05E-05,12.67
1678.769793,750.7956775,153.3170832,2.99E-05,12.661
1679.769656,751.7943084,153.3667033,4.10E-05,12.626
1680.769519,752.7929396,153.4163175,5.34E-05,12.591
1681.769382,753.7915711,153.4659241,6.69E-05,12.555
1682.769245,754.7902031,153.5155215,8.11E-05,12.519
