s,x,y,kappa,altitude (m),altitude_smooth,gradient_rad,gradient_deg
53.99442147,-54.14959804,0.94174133,6.51e-06,3.241,3.517728107267353,0.035157846526515865,2.01439622273804
54.99431817,-55.1477361,0.882463993,7.09e-06,3.343,3.5529689193341376,0.03529040862282965,2.0219914713802267
55.99421486,-56.14587151,0.823141921,7.65e-06,3.446,3.5883309454916303,0.03540003260652209,2.0282724629792144
56.99411155,-57.14400306,0.763755022,8.19e-06,3.549,3.623791256625539,0.035486682757222034,2.033237150908494
57.99400825,-58.14213161,0.704317764,8.67e-06,3.652,3.659326783401163,0.035550290685764346,2.036881616757538
58.99390494,-59.14025914,0.644863189,9.09e-06,3.755,3.6949144578594533,0.03559087071978197,2.039206681439245
59.99380164,-60.1383874,0.585420976,9.44e-06,3.859,3.7305312390840393,0.03560845262696647,2.040214050516708
60.99369833,-61.13651646,0.52599225,9.71e-06,3.962,3.7661541183215377,0.03560308141314373,2.0399063026338027
61.99359502,-62.13464557,0.466564338,9.9e-06,4.066,3.8017601442429982,0.03557481857956855,2.038286961552864
62.99349172,-63.13277415,0.407127503,1e-05,4.171,3.83732643236191,0.035523737411909756,2.035360226233415
63.99338841,-64.1309029,0.347693553,1e-05,4.275,3.8728301772986375,0.03544992485367806,2.031131078171675
64.99328511,-65.12903308,0.288283641,9.96e-06,4.38,3.9082486695079135,0.03535348315495031,2.025605375865503
65.9931818,-66.12716569,0.228914525,9.86e-06,4.485,3.9435593090586996,0.035234529698897045,2.018789844875156
66.99307849,-67.12530006,0.169575036,9.73e-06,4.59,3.978739622011668,0.035093242838464996,2.0106947040717458
67.99297519,-68.12343489,0.110243149,9.59e-06,4.696,4.013767367730692,0.03492979928814898,2.001330078450004
68.99287188,-69.12156908,0.05090059,9.47e-06,4.802,4.048620426364748,0.0347443107185141,1.990702366262007
69.99276857,-70.1197028,-0.008449808,9.41e-06,4.908,4.083276782376248,0.034536919729014716,1.9788197378546502
70.99266527,-71.11783666,-0.067797875,9.44e-06,5.014,4.117714604152609,0.03430780802531564,1.9656926041956413
71.99256196,-72.11597102,-0.127137585,9.58e-06,5.121,4.1519122407699,0.034057167306717755,1.9513319488458563
72.99245866,-73.11410501,-0.186483556,9.87e-06,5.227,4.185848246776791,0.0337852023546093,1.9357495049145643
73.99235535,-74.11223737,-0.245856809,1.03e-05,5.335,4.219501383390271,0.03349213057376023,1.9189577287775295
74.99225204,-75.11036719,-0.305272743,1.09e-05,5.442,4.25285064235913,0.033178179573279634,1.9009696614760816
75.99214874,-76.10849504,-0.364721854,1.16e-05,5.549,4.285875243976685,0.03284358591516819,1.8817988570144528
76.99204543,-77.10662189,-0.424187746,1.26e-05,5.657,4.318554655073022,0.0324885943005737,1.8614593357356537
77.99194213,-78.10474837,-0.483659919,1.36e-05,5.765,4.350868588733517,0.03211346192893173,1.839965834081836
78.99183882,-79.10287371,-0.543151086,1.48e-05,5.874,4.382797029326413,0.03171845801306334,1.8173337768114364
