s,x,y,kappa,altitude (m)
246.9744834,-246.7811395,-10.59910433,-0.00026003,-1.143
247.9743801,-247.779409,-10.65612713,-0.000296641,-1.171
248.9742768,-248.7776805,-10.71311161,-0.000333626,-1.199
249.9741735,-249.7759541,-10.77005982,-0.000370668,-1.228
250.9740702,-250.7742269,-10.82702282,-0.000406826,-1.257
251.9739669,-251.7724958,-10.88405677,-0.000440498,-1.286
252.9738636,-252.770762,-10.94114185,-0.000469776,-1.315
253.9737603,-253.7690339,-10.99812049,-0.000492867,-1.345
254.973657,-254.7673208,-11.05482457,-0.000508383,-1.375
255.9735536,-255.7656167,-11.11136292,-0.000515547,-1.405
256.9734503,-256.7638912,-11.16829682,-0.000514394,-1.435
257.973347,-257.7621127,-11.22620991,-0.000505734,-1.465
258.9732437,-258.7603048,-11.2846621,-0.000490713,-1.496
259.9731404,-259.7585728,-11.34170474,-0.000470196,-1.527
260.9730371,-260.7570268,-11.39529302,-0.000444526,-1.558
261.9729338,-261.7557096,-11.44455462,-0.000413767,-1.589
262.9728305,-262.7545687,-11.49026989,-0.000378264,-1.62
263.9727272,-263.7535446,-11.53334294,-0.000339158,-1.65
264.9726239,-264.7525893,-11.57464161,-0.000298906,-1.681
265.9725206,-265.7516705,-11.61498291,-0.000261216,-1.712
266.9724173,-266.7507577,-11.65516975,-0.000230291,-1.743
267.972314,-267.7498364,-11.69558924,-0.000209458,-1.737
268.9722107,-268.7489134,-11.73607889,-0.000200438,-1.708
269.9721074,-269.7479968,-11.77644503,-0.000203594,-1.68
270.9720041,-270.7470846,-11.81670703,-0.000218862,-1.651
271.9719007,-271.7461628,-11.85714021,-0.000246637,-1.623
272.9717974,-272.7452182,-11.89801068,-0.000289063,-1.594
273.9716941,-273.7442703,-11.93892501,-0.000350875,-1.566
274.9715908,-274.7433753,-11.97876966,-0.000438674,-1.537
275.9714875,-275.7425849,-12.01652066,-0.000556737,-1.508
276.9713842,-276.7418092,-12.05399237,-0.000703999,-1.479
277.9712809,-277.7408191,-12.09580354,-0.000876562,-1.451
278.9711776,-278.7393971,-12.14633686,-0.001075155,-1.423
279.9710743,-279.7375986,-12.20451847,-0.001306622,-1.396
280.970971,-280.7356925,-12.26500182,-0.001574275,-1.37
281.9708677,-281.733933,-12.32273391,-0.001875187,-1.343
282.9707644,-282.7323557,-12.37698626,-0.002216288,-1.316
283.9706611,-283.7308647,-12.42963536,-0.002620019,-1.288
284.9705578,-284.7293671,-12.48248258,-0.003112112,-1.261
285.9704545,-285.7278162,-12.53633252,-0.003711144,-1.234
286.9703512,-286.726189,-12.59146294,-0.004428008,-1.207
287.9702479,-287.7244798,-12.64788811,-0.005270798,-1.18
288.9701445,-288.7228144,-12.70357628,-0.006248563,-1.153
289.9700412,-289.7213814,-12.75552365,-0.007364451,-1.125
290.9699379,-290.7203402,-12.80069585,-0.008603584,-1.097
291.9698346,-291.7196759,-12.83591187,-0.009939383,-1.068
292.9697313,-292.7193091,-12.85793684,-0.011353954,-1.038
293.969628,-293.7191512,-12.86587631,-0.012840475,-1.006
294.9695247,-294.7190798,-12.86732389,-0.014395626,-0.974
295.9694214,-295.7189648,-12.87178545,-0.016020503,-0.941
